id,lead_key,phone,business_name,state,suburb,address,sector_level_1,sector_level_2,sector_level_3,phone_masked,phone_from_leadkey,phone_type,phone_match_score,phone_frequency,phone_quality,reachability_score,kpay_relevant,has_address,has_sector,name_suburb_dup,state_clean,reach_address,reachability,sector_score,geo_score,data_completeness,kmf_score,tier,sector_level_1_clean
2312872,L_61279006726,61279006726,Swarm Mobile,NSW,darlinghurst,"Lvl 15/ 171-175 William St Darlinghurst, Sydney NSW 2010",Retail,Electronics & Appliances,"Computer, PC Software",False,61279006726,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
2312874,L_61279017846,61279017846,Hunan Rice Noodles,NSW,sydney,185 Rowe Street 2122 Sydney - Eastwood,Retail,Grocery / Convenience Store,Groceries,False,61279017846,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,5,10,76.0,Tier 2,Retail
2312877,L_61280021945,61280021945,Nutriwell,NSW,sydney,6 Prosperity Parade 2102 Sydney - Warriewood,Retail,Grocery / Convenience Store,Groceries,False,61280021945,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,5,10,76.0,Tier 2,Retail
2312878,L_61280034269,61280034269,Atcs Online Pty Ltd,NSW,sydney,Level-33 264 George St Sydney NSW 2000,Retail,Electronics & Appliances,"Computer, PC Service and Repairs",False,61280034269,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,5,10,76.0,Tier 2,Retail
2312879,L_61280034775,61280034775,First Dollar Software,NSW,surry hills,"138 Goodlet St Surry Hills, Sydney NSW 2010",Retail,Electronics & Appliances,"Computer, PC Service and Repairs",False,61280034775,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
2312880,L_61280043074,61280043074,Acusense,NSW,sydney,"Suite 701, L7 12 O Sydney NSW 2000",Beauty & Wellness,Spa & Massage,Acupuncture,False,61280043074,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,5,10,76.0,Tier 2,Beauty & Wellness
2273500,L_61431160437,+61 431 160 437,Balanced Nutrition,NSW,north bondi,"92 Glenayr Ave, North Bondi NSW 2026, Australia",Others,Others,Dietitian,False,61431160437,mobile,1.0,1,Level 3,30,True,True,True,False,NSW,10,40,9.0,1,10,60.0,Tier 2,Others
2273501,L_61266622097,+61 2 6662 2097,Cleaning Neways,NSW,casino,"70 Barker St, Casino NSW 2470, Australia",Others,Others,,False,61266622097,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,9.0,1,10,55.0,Tier 2,Others
2312881,L_61280050131,61280050131,Ahead Of The Curve,NSW,surry hills,"102 Albion St Surry Hills, Sydney NSW 2010",Retail,Electronics & Appliances,"Computer, PC Service and Repairs",False,61280050131,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
2312882,L_61280051057,61280051057,Indep Services,NSW,sydney,44 Market St Sydney NSW 2000,Retail,Electronics & Appliances,"Computer, IT Technical Support",False,61280051057,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,5,10,76.0,Tier 2,Retail
2312883,L_61280057972,61280057972,Jigsaw Solution It Outsourcing,NSW,sydney,1 Market St Sydney NSW 2000,Retail,Electronics & Appliances,Computer Consulting,False,61280057972,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,5,10,76.0,Tier 2,Retail
2312884,L_61280060044,61280060044,Turnkey Consulting,NSW,sydney,L 26 44 Market St Sydney NSW 2000,Retail,Electronics & Appliances,"Computer, PC Service and Repairs",False,61280060044,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,5,10,76.0,Tier 2,Retail
2312885,L_61280060665,61280060665,Apexweblink,NSW,liverpool,"133 Liverpool St Pyrmont, Sydney NSW 2009",Retail,Home & Furniture,Cabinet Makers,False,61280060665,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
2312886,L_61280061566,61280061566,Benarm It,NSW,sydney,Suite 1 Level 10 488 Kent St Sydney NSW 2000,Retail,Electronics & Appliances,"Computer, PC Service and Repairs",False,61280061566,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,5,10,76.0,Tier 2,Retail
2312887,L_61280061757,61280061757,Bookeo,NSW,surry hills," Surry Hills, Sydney NSW 2010",Retail,Electronics & Appliances,"Computer, PC Service and Repairs",False,61280061757,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
2312888,L_61280062215,61280062215,John G Mcrae,NSW,redfern,"Studio 51 61 Marlborough St Redfern, Sydney NSW 2016",Retail,Electronics & Appliances,"Computer, PC Service and Repairs",False,61280062215,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
2312889,L_61280064058,61280064058,Cogenesis Business Group Pty Ltd,NSW,sydney,"Level 13, 155 Castlereagh St Sydney NSW 2000",Retail,Electronics & Appliances,"Computer, PC Installation and Networking",False,61280064058,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,5,10,76.0,Tier 2,Retail
2312891,L_61280111896,61280111896,Hansaworld Australia Pty Ltd,NSW,sydney,Suite 409 15 Lime St Sydney NSW 2000,Retail,Electronics & Appliances,Computer Consulting,False,61280111896,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,5,10,76.0,Tier 2,Retail
2312892,L_61280176700,61280176700,Lightspeed Research,NSW,sydney,"tower 3 level 8/201 Sussex St, Sydney NSW 2000 ",Retail,Grocery / Convenience Store,Market researcher,False,61280176700,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,5,10,76.0,Tier 2,Retail
2312894,L_61280211308,61280211308,Jones Mini Mart,NSW,sydney,"60c 558 Jones St Ultimo, Sydney NSW 2007",Retail,Grocery / Convenience Store,General Stores and Food Stores,False,61280211308,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,5,10,76.0,Tier 2,Retail
2312896,L_61280217614,61280217614,Insanely Great Software,NSW,sydney,"Shop 3 330 Wattle St Ultimo, Sydney NSW 2007",Retail,Electronics & Appliances,Computer Consulting,False,61280217614,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,5,10,76.0,Tier 2,Retail
2312897,L_61280299909,61280299909,Equnox Designs,NSW,sydney,"805/168 Kent Street Millers Point, Sydney NSW 2000",Retail,Home & Furniture,Office Furniture Repairs,False,61280299909,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,5,10,76.0,Tier 2,Retail
2312898,L_61280339150,61280339150,Evoke Projects,NSW,pyrmont,"120 Bank Street Pyrmont, Sydney NSW 2009",Retail,Home & Furniture,Office Furniture Repairs,False,61280339150,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
2312901,L_61280360623,61280360623,Lavita Furniture,NSW,sydney,"614-618 Botany Rd Alexandria, Sydney NSW 2015",Retail,Home & Furniture,Outdoor Furniture,False,61280360623,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,5,10,76.0,Tier 2,Retail
2312905,L_61280428495,61280428495,Spark And Burnish Hardware,NSW,surry hills,"shop 2/8 Hill St Surry Hills, Sydney NSW 2010",Retail,Home & Furniture,Cabinet Makers' Supplies,False,61280428495,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
2273526,L_61481330110,+61 481 330 110,Dj Dave Sydney,NSW,rooty hill,"6 Shaw Pl, Rooty Hill NSW 2766, Australia",Others,Government / Utility Services,DJ service,False,61481330110,mobile,1.0,1,Level 3,30,True,True,True,False,NSW,10,40,9.0,1,10,60.0,Tier 2,Others
2273527,L_611300794844,+61 1300 794 844,Pier Events,NSW,walsh bay,"Pier 4, 5 Hickson Rd, Walsh Bay NSW 2000, Australia",Others,Others,Event planner,False,611300794844,shared_cost,1.0,1,Level 3,20,True,True,True,False,NSW,10,30,9.0,1,10,50.0,Tier 2,Others
2273531,L_61439068310,+61 439 068 310,Ashby Lodge Boarding Kennels,NSW,nowra hill,"6 Greenmeadow Ln, Nowra Hill NSW 2540, Australia",Others,Others,Kennel,False,61439068310,mobile,1.0,1,Level 3,30,True,True,True,False,NSW,10,40,9.0,1,10,60.0,Tier 2,Others
2312908,L_61280601112,61280601112,Switch Media,NSW,sydney,"Level 20, Tower 2, 201 Sussex St Sydney NSW 2000",Retail,Electronics & Appliances,"Computer, PC Software",False,61280601112,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,5,10,76.0,Tier 2,Retail
2312909,L_61280609900,61280609900,Meridian Informatics,NSW,sydney,"41 Riley St Woolloomooloo, Sydney NSW 2011",Retail,Electronics & Appliances,"Computer, PC Service and Repairs",False,61280609900,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,5,10,76.0,Tier 2,Retail
2312913,L_61280657101,61280657101,Cba Mini Mart Pty Ltd,NSW,sydney,128/ 158 Day St Sydney NSW 2000,Retail,Grocery / Convenience Store,"Grocery Store, Supermarket",False,61280657101,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,5,10,76.0,Tier 2,Retail
2312914,L_61280657381,61280657381,Fitout & Refurbish,NSW,sydney,4/ 350 George St Sydney NSW 2000,Retail,Others,Office and Shop Fitting,False,61280657381,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,5,10,76.0,Tier 2,Retail
2312915,L_61280680299,61280680299,Carlo & Elise Hair Salon,NSW,mosman,3 5 Spit Road Mosman  NSW  2088,Beauty & Wellness,Beauty Salon / Barber,Salon,False,61280680299,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Beauty & Wellness
2312921,L_61280785188,61280785188,True Skin Cosmetic And Laser Clinic,NSW,liverpool,175 Liverpool St Sydney NSW 2000,Beauty & Wellness,Aesthetic Clinic,Cosmetic Surgery,False,61280785188,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Beauty & Wellness
2312922,L_61280786988,61280786988,Office Fitout Sydney Pty Ltd,NSW,sydney,Clarence St Sydney NSW 2000,Retail,Others,Office and Shop Fitting,False,61280786988,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,5,10,76.0,Tier 2,Retail
2312923,L_61280804828,61280804828,Prosight Asia Pacific Pty Ltd,NSW,sydney,"Level 4, 140 William St Woolloomooloo, Sydney NSW 2011",Retail,Electronics & Appliances,"Computer, PC Software",False,61280804828,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,5,10,76.0,Tier 2,Retail
2312925,L_61280840856,61280840856,Fusion Mini Market,NSW,sydney,"Shp 3/ 22-36 Mountain St Ultimo, Sydney NSW 2007",Retail,Grocery / Convenience Store,General Stores and Food Stores,False,61280840856,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,5,10,76.0,Tier 2,Retail
2273557,L_61438333125,+61 438 333 125,Motive Health And Nutrition,NSW,mulwala,"Shop 11/95-103 Melbourne St, Mulwala NSW 2647, Australia",Others,Others,Nutritionist,False,61438333125,mobile,1.0,1,Level 3,30,True,True,True,False,NSW,10,40,9.0,1,10,60.0,Tier 2,Others
2273558,L_610357431433,(03) 5743 1433,Yarrawonga Lakeside Apartments,NSW,mulwala,"2 Cypress Dr, Mulwala NSW 2647",F&B,Others,Self-catering accommodation,False,610357431433,landline,0.2,1,Level 2,3,True,True,True,False,NSW,10,13,35.0,1,7,56.0,Tier 2,F&B
2273560,L_61410340654,+61 410 340 654,Margo Smith Marriage Celebrant,NSW,port macquarie,"William St, Port Macquarie NSW 2444, Australia",Others,Others,Solemniser,False,61410340654,mobile,1.0,1,Level 3,30,True,True,True,False,NSW,10,40,9.0,1,10,60.0,Tier 2,Others
2273561,L_61403262119,+61 403 262 119,Eat Good Nutrition,NSW,moonee beach,"11 Stingray Creek Rd, Moonee Beach NSW 2450, Australia",Others,Others,Nutritionist,False,61403262119,mobile,1.0,1,Level 3,30,True,True,True,False,NSW,10,40,9.0,1,10,60.0,Tier 2,Others
2273563,L_61407204801,+61 407 204 801,Aibee Access Consultants,NSW,murrays run,"17 Burralong Valley Rd, Murrays Run NSW 2325, Australia",Others,Others,Building consultant,False,61407204801,mobile,1.0,1,Level 3,30,True,True,True,False,NSW,10,40,12.0,1,10,63.0,Tier 2,Professional Services
2273565,L_611300292872,+61 1300 292 872,Lions Lookout,NSW,murwillumbah,"Bent St, Murwillumbah NSW 2484, Australia",Others,Others,Tourist attraction,False,611300292872,shared_cost,1.0,1,Level 3,20,True,True,True,False,NSW,10,30,9.0,1,10,50.0,Tier 2,Others
2273566,L_61477551174,+61 477 551 174,Gj'S By The Lake,NSW,muswellbrook,"400 Hebden Rd, Muswellbrook NSW 2333, Australia",Others,Others,Go-karting venue,False,61477551174,mobile,1.0,1,Level 3,30,True,True,True,False,NSW,10,40,9.0,1,10,60.0,Tier 2,Others
2273567,L_61421505494,+61 421 505 494,The Grain Shed Kimo,NSW,nangus,"1215 Nangus Rd, Nangus NSW 2722, Australia",Others,Others,Wedding venue,False,61421505494,mobile,1.0,1,Level 3,30,True,True,True,False,NSW,10,40,9.0,1,10,60.0,Tier 2,Others
2273568,L_61265493800,+61 2 6549 3800,Muswellbrook Regional Art Gallery,NSW,muswellbrook,"1-3 Bridge St, Muswellbrook NSW 2333, Australia",Others,Others,Art gallery,False,61265493800,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,9.0,1,10,55.0,Tier 2,Others
2312926,L_61280841715,61280841715,Handmade Salon Pty Ltd,NSW,canterbury,36 Fore Street Canterbury  NSW  2193,Beauty & Wellness,Beauty Salon / Barber,Salon,False,61280841715,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Beauty & Wellness
2312928,L_61280843691,61280843691,Alpha It Neighbour,NSW,sydney," Glebe, Sydney NSW 2037",Retail,Electronics & Appliances,"Computer, PC Service and Repairs",False,61280843691,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,5,10,76.0,Tier 2,Retail
2312930,L_61280844108,61280844108,George St City Convenience,NSW,sydney,4/ George St Sydney NSW 2000,Retail,Grocery / Convenience Store,General Stores and Food Stores,False,61280844108,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,5,10,76.0,Tier 2,Retail
2312931,L_61280845685,61280845685,City Desktop Training,NSW,sydney,"Level 4, 60 York St Sydney NSW 2000",Retail,Electronics & Appliances,Computer Training,False,61280845685,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,5,10,76.0,Tier 2,Retail
2312933,L_61280848244,61280848244,White Squires Pty Ltd,NSW,sydney,"Level 34,  AMP  Centre, 50 Bridge St Sydney NSW 2000",Retail,Electronics & Appliances,Computer Consulting,False,61280848244,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,5,10,76.0,Tier 2,Retail
2312935,L_61280902386,61280902386,Cloud People,NSW,sydney,Lvl10/ 210 Clarence St Sydney NSW 2000,Retail,Electronics & Appliances,"Computer, PC Online Service Providers",False,61280902386,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,5,10,76.0,Tier 2,Retail
2312936,L_61280904595,61280904595,Bwr Technologies,NSW,sydney," Ultimo, Sydney NSW 2007",Retail,Electronics & Appliances,"Computer, PC Service and Repairs",False,61280904595,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,5,10,76.0,Tier 2,Retail
2312940,L_61280949110,61280949110,Captain Cook Convenience Store,NSW,darlinghurst,112 Burton St Darlinghurst  NSW  2010,Retail,Others,Store,False,61280949110,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
2273587,L_61438225095,+61 438 225 095,Northern Beaches Photo Booths,NSW,cromer,"212 Willandra Rd, Cromer NSW 2099, Australia",Others,Others,Photo booth,False,61438225095,mobile,1.0,1,Level 3,30,True,True,True,False,NSW,10,40,9.0,1,10,60.0,Tier 2,Others
2273589,L_610268891656,(02) 6889 1656,Narromine Star,NSW,narromine,"37 Burraway St, Narromine NSW 2821",Others,Others,Newspaper publisher,False,610268891656,landline,0.2,1,Level 2,3,True,True,True,False,NSW,10,13,35.0,1,7,56.0,Tier 2,F&B
2273594,L_61249912355,+61 2 4991 2355,Hunter Valley Travellers Rest Motel,NSW,aberdare,"35A Colliery St, Aberdare NSW 2325, Australia",Others,Hotel / Motel / Accommodation,Motel,False,61249912355,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,9.0,1,10,55.0,Tier 2,Others
2273598,L_61267667688,+61 2 6766 7688,The Natural Way,NSW,tamworth,"1/366-368 Peel St, Tamworth NSW 2340, Australia",Others,Government / Utility Services,Weight loss service,False,61267667688,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,9.0,1,10,55.0,Tier 2,Others
2273599,L_61423223519,0423 223 519,Mez - Thermomix Consultant,NSW,seaham,"11 Eskdale Park Dr, Seaham NSW 2324",F&B,Others,Food and beverage consultant,False,61423223519,mobile,0.2,1,Level 2,3,True,True,True,False,NSW,10,13,35.0,1,7,56.0,Tier 2,F&B
2273601,L_61448831464,+61 448 831 464,Lutrition | Accredited Practising Dietitian In Neutral Bay,NSW,neutral bay,"143-151 Military Rd, Neutral Bay NSW 2089, Australia",Others,Others,Dietitian,False,61448831464,mobile,1.0,1,Level 3,30,True,True,True,False,NSW,10,40,9.0,1,10,60.0,Tier 2,Others
2273603,L_61400009914,+61 400 009 914,The Tern Beach House,NSW,new brighton,"47 The Esplanade, New Brighton NSW 2483, Australia",Others,Hotel / Motel / Accommodation,Serviced accommodation,False,61400009914,mobile,1.0,1,Level 3,30,True,True,True,False,NSW,10,40,9.0,1,10,60.0,Tier 2,Others
2312948,L_61281132000,61281132000,Kinder Caring Home Nursing,NSW,sydney,44 Market St Sydney NSW 2000,Beauty & Wellness,Others,Aged Care,False,61281132000,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,5,10,76.0,Tier 2,Beauty & Wellness
2312949,L_61281158902,61281158902,Bat Tech Express,NSW,surry hills,"2.201 551 Crown St Surry Hills, Sydney NSW 2010",Retail,Electronics & Appliances,"Computer, PC Service and Repairs",False,61281158902,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
2312950,L_61281196522,61281196522,Noureddine Meats,NSW,sydney,63 Hill Road 2170 Sydney - Lurnea,Retail,Grocery / Convenience Store,Butcher,False,61281196522,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,5,10,76.0,Tier 2,Retail
2312952,L_61281881430,61281881430,Intelliworx,NSW,sydney,Suite 305 1 Burbank Place Norwest Sydney NSW 2153,Retail,Electronics & Appliances,"Computer, IT Technical Support",False,61281881430,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,5,10,76.0,Tier 2,Retail
2312953,L_61281883935,61281883935,Coplexus,NSW,sydney,903/50 Clarence St Sydney NSW 2000,Retail,Electronics & Appliances,"Computer, PC Installation and Networking",False,61281883935,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,5,10,76.0,Tier 2,Retail
2312955,L_61282020300,61282020300,Hi Life Health & Beauty,NSW,sydney,130 Pitt Street 2000 Sydney,Retail,Grocery / Convenience Store,Groceries,False,61282020300,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,5,10,76.0,Tier 2,Retail
2312961,L_61282148859,61282148859,Sap Training,NSW,sydney,3 770 George St Sydney NSW 2000,Retail,Electronics & Appliances,"Computer, PC Service and Repairs",False,61282148859,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,5,10,76.0,Tier 2,Retail
2312962,L_61282160919,61282160919,It Directions,NSW,sydney,L 34 50 Bridge St Sydney NSW 2000,Retail,Electronics & Appliances,"Computer, PC Service and Repairs",False,61282160919,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,5,10,76.0,Tier 2,Retail
2312964,L_61282177500,61282177500,Solentive Pty Ltd,NSW,surry hills,"Ste 202/ 83-97 Kippax St Surry Hills, Sydney NSW 2010",Retail,Electronics & Appliances,Computer Consulting,False,61282177500,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
2273616,L_61415147707,0415 147 707,Meowe Organics,NSW,guildford,"372 Guildford Rd, Guildford NSW 2161",F&B,Dine-in Restaurant,Cat cafe,False,61415147707,mobile,0.2,1,Level 2,3,True,True,True,False,NSW,10,13,35.0,1,7,56.0,Tier 2,F&B
2273626,L_61249976164,+61 2 4997 6164,Reflections Seal Rocks - Holiday Park,NSW,seal rocks,"Kinka Rd, Seal Rocks NSW 2423, Australia",Others,Others,Holiday park,False,61249976164,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,9.0,1,10,55.0,Tier 2,Others
2273635,L_61267521427,+61 2 6752 1427,Maria Motel,NSW,moree,"34 Anne St, Moree NSW 2400, Australia",Others,Hotel / Motel / Accommodation,Motel,False,61267521427,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,9.0,1,10,55.0,Tier 2,Others
2273636,L_61243799444,+61 2 4379 9444,Nrma Ocean Beach Holiday Resort,NSW,umina beach,"90 Sydney Ave, Umina Beach NSW 2257, Australia",Others,Others,Holiday park,False,61243799444,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,9.0,1,10,55.0,Tier 2,Others
2273639,L_61447501026996,+44 7501 026996,Merchi Restaurant,NSW,sydney,"1 Farrer Pl, Sydney NSW 2000",F&B,Dine-in Restaurant,Restaurant,False,61447501026996,mobile,0.2,1,Level 2,3,True,True,True,False,NSW,10,13,35.0,5,7,60.0,Tier 2,F&B
2312965,L_61282182137,61282182137,Wyse Technology,NSW,surry hills,"L 6 69-75 Reservoir St Surry Hills, Sydney NSW 2010",Retail,Electronics & Appliances,"Computer, PC Service and Repairs",False,61282182137,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
2312966,L_61282207000,61282207000,Symantec Pty Ltd,NSW,sydney,Sydney NSW 2000,Retail,Electronics & Appliances,"Computer, PC Software",False,61282207000,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,5,10,76.0,Tier 2,Retail
